Coupon	YTM	CurrentYield	RatingNum
7.4100	4.5540	6.8038	7
5.9300	4.4110	6.2172	8
7.3000	4.2810	5.9670	8
5.3700	3.6950	4.8187	10
7.0100	4.8820	7.3658	6
7.4800	4.8320	6.2080	8
7.7700	5	7.4884	6
6.7100	3.8150	5.0634	8
6.7000	5.1090	6.2640	8
4.7400	3.5710	4.1700	9
6.3000	4.3550	6.3476	6
5.5100	3.7290	4.9135	10
6.7700	5.1130	5.3198	8
2.5400	2.1470	2.3821	10
0.8100	0.6510	0.7872	10
6.1800	3.7400	5.4889	9
4.8600	0.9450	4.5167	9
11.0900	5.0860	8.2564	8
5.7800	4.6970	7.0833	8
6.0300	5.0390	5.7221	9
5.9000	3.7360	4.9327	9
6.8100	4.8560	6.8134	6
5.3900	3.8420	5.1456	10
6.8400	6.0330	6.8182	9
3.4200	2.7120	3.2491	10
5.8500	3.8280	5.1150	9
3.8100	3.2470	3.3813	9
0.5500	0.4580	0.5445	11
5.4200	3.7900	4.9457	10
4.8200	3.3780	4.2978	10
6.3600	5.7000	7.0998	6
10.5800	5.7860	11.0461	6
6.4700	3.9680	5.3998	8
5.5600	4.3460	5.7408	9
9.4700	7.0850	10.2868	5
4.3600	3.7350	4.1272	9
7.0100	4.8170	6.3307	8
8.3200	4.7090	6.2481	8
3.2400	2.6490	3.0720	9
5.2800	4.4830	4.6130	9
6.7500	5.0860	6.9804	5
4.4600	3.2330	3.9553	9
2.9600	2.5950	2.7256	11
6.3600	5.1580	6.3051	6
5.5300	3.5240	4.4314	9
4.1000	3.2560	3.8458	11
5.9300	3.8620	5.0173	8
0.9100	0.8200	0.8890	11
5.3100	2.5790	4.9226	9
3.8700	3.0440	3.6843	9
5.1500	3.9400	5.2951	8
3.5800	2.8190	3.2751	9
2.5400	2.1410	2.3643	9
5.1800	2.1540	4.8155	10
5.5900	3.8490	4.5348	11
5.8200	4.2760	5.0905	10
12.5400	6.8440	11.6111	6
5.7800	4.0870	4.3527	11
8.6100	7.7820	10.8726	6
5.1000	2.8870	4.6738	8
6.4600	4.5210	6.7173	9
8.2500	5.4990	7.2977	11
6.0600	4.1430	5.8002	9
5.4400	2.7380	4.9835	10
4.8900	3.5980	4.6067	10
6.6900	5.2300	7.2670	6
6.7600	5.0620	6.4776	7
6.1800	1.7680	5.6090	8
6.8200	9.3790	14.6352	5
1.0600	1.0060	1.0447	11
7.0600	6.3490	6.3834	9
6.9600	4.4500	5.9003	8
6.9000	4.7030	7.0567	8
6.3100	3.9980	4.9147	9
5.4100	3.7890	4.9797	8
1.0300	0.9830	1.0057	11
5.4300	4	4.3716	11
5.8100	3.9550	5.0844	8
1.6200	1.5690	1.5959	11
5.1500	3.9690	4.2345	11
5.7100	3.9710	5.0053	8
6.4500	4.5640	5.5647	11
6.8100	4.6190	6.8182	9
5.6700	3.8420	4.7679	9
2.4900	2.3050	2.3629	9
2.2700	2.1030	2.1888	10
1.4200	1.3330	1.3692	11
7.8300	5.3290	7.3239	7
1.0400	0.8480	1.0076	9
3.5300	3.0770	3.1099	11
6.9900	3.9180	6.0688	9
8.7400	5.0450	8.5628	6
6.1900	4.5040	6.3762	7
5.7700	4.8090	5.2388	10
6.6000	4.5600	6.6126	9
5.0400	3.8350	4.9013	8
6.3000	3.7680	4.7688	9
11.9200	7.9230	31.7359	5
2.1500	1.9020	2.0663	9
10.7200	5.6460	10.4913	5
5.9700	4.3840	4.8568	8
2.1400	2.0270	2.0856	11
5.7200	3.7210	4.8594	9
7.4100	7.2440	7.2926	6
2.0600	1.7590	1.9726	9
7.7000	6.6960	7.4031	6
4.8200	5.4960	7.7306	5
3.8100	3.0660	3.4498	9
7.7000	2.7610	7.0623	7
6.0400	3.7010	4.8592	9
8.2000	5.0490	6.8169	7
7.8900	5.3570	7.1332	8
5.6500	4.2490	4.7265	8
3.5100	2.8620	3.3698	9
5.3800	4.1860	4.7556	10
5.1100	4.0680	4.2862	9
1.4200	0.9590	1.3576	11
6.8000	6.6460	6.6903	9
10.3300	5.7510	10.6506	5
4.6600	3.9700	4.3333	9
6.8200	4.5390	5.5755	9
4.8000	4.1860	4.5130	11
7.1100	4.8310	5.3402	9
6.2700	4.2990	4.9258	9
6.2200	3.7310	4.8605	9
5.6000	4.4660	6.0508	9
5.5200	4.6210	5.0582	10
8.4100	6.8560	7.5237	6
4.6700	3.1850	4.3523	9
5.4400	3.8140	4.9881	10
7.4900	4.8660	7.6374	6
6.4500	4.5770	5.2239	8
6.2000	4.6630	6.2293	8
6.5800	3.8590	5.0709	8
9.4800	6.6250	8.5022	7
6.2900	3.8930	5.2509	8
6.7600	5.3940	6.0089	9
6.8800	5.0350	5.9208	8
2.4900	2.2070	2.3832	11
6.8800	3.9090	5.1065	9
7.2900	5.2250	6.7757	7
3.7100	3.7830	4.0684	9
7.3000	4.8730	7.6956	6
3.6700	3.0710	3.4889	11
5.7600	3.5510	4.5369	9
4.1400	3.6290	4.3944	9
4.6200	4.2170	4.4177	9
6.5200	5.8810	7.1554	6
6.0600	4.0350	5.5373	10
8.3000	4.4910	6.1038	8
4.4500	3.4240	4.2365	8
8.3200	4.7370	7.3124	7
8.0600	4.1930	5.6062	11
7.5500	4.2520	6.0511	8
7.5500	5.2180	6.9451	6
5.9500	6.4070	8.0930	6
1.5100	1.4470	1.4776	11
8.0800	6.1790	8.1624	6
5.7100	3.8570	5.0576	8
6.2900	4.3170	5.9267	9
4.4300	3.3870	4.5576	6
6.9500	4.7120	6.6501	7
2.2100	2.0640	2.1002	10
5.5300	3.7590	5.0213	10
2.4300	2.1630	2.2463	11
5.7200	4.0540	5.5925	7
4.4600	3.9230	4.1807	8
6.1300	4.4540	5.2197	9
4.5400	3.8690	4.1389	9
4.0700	3.6310	4.1383	9
5.4500	4.3450	4.7309	10
6.0100	5.1020	6.1377	7
7.8300	5.3220	5.6743	10
5.3300	3.5560	4.5462	10
3.6400	3.1060	3.7897	9
3.8000	3.2290	3.5880	11
5.7600	3.6430	4.5791	11
5.8000	4.7890	6.4074	9
0.7900	0.7510	0.7654	11
4.1200	3.1870	3.8857	9
6.9400	4.7690	6.4325	7
6.1300	3.8070	5.4566	9
3.2300	2.6890	3.0593	10
6.9200	5.0780	6.5543	7
5.0800	4.0970	4.3212	11
6.0600	4.1420	5.0534	9
2.6500	1.5350	2.5123	11
5.2700	3.8470	4.7559	9
4.8900	3.9820	4.9121	8
4.7000	3.9790	5.1968	9
6.4600	4.3440	6.1718	6
5.1700	3.5100	4.5752	9
6.9600	4.8120	7.3948	8
3.4500	2.8400	3.3408	11
5.5100	5.5980	5.6270	10
5.8700	3.9920	4.4409	10
11.1500	6.3240	10.9518	7
4.4200	3.1730	3.8508	9
8.6100	5.3820	7.7470	6
3.2700	2.9990	3.0501	11
7.3300	5.1560	7.8429	8
5.3700	3.8680	5.1368	8
6.3400	4.2430	5.6922	8
6.1300	4.4800	6.3196	9
11.0200	6.5430	14.3546	4
7.1300	6.6210	6.6648	7
4.8100	3.6390	4.3819	11
6.4300	4.6920	5.6079	8
3.7400	3.0280	3.5243	9
1.5700	1.4350	1.5087	9
0.6700	0.6230	0.6614	11
8.3400	5.0490	7.9717	6
6.5600	4.5870	6.3113	7
4.7100	3.6660	3.9797	10
7.1800	5.3570	5.7592	8
6.0400	4.0720	5.3665	8
5.6000	3.9960	4.9291	9
5.5700	4.5000	4.7852	11
4.4000	3.1820	3.7784	9
5.7100	4.2260	4.8190	9
1.1600	1.1030	1.1466	11
4.8900	3.9860	4.5748	8
7.6000	4.5650	5.6822	9
6.6600	4.8180	6.4329	7
5.4000	3.8500	4.5743	9
5.9800	4.9490	5.1194	8
6.8900	5.8840	6.2156	7
9.9400	6.1300	6.8120	8
6.6400	5.1950	5.9841	8
6.6600	5.2590	5.3997	9
6.5000	4.4810	5.7989	8
7.7700	7.1150	9.3863	6
5.5900	4.1970	5.3952	10
6.0100	4.2720	4.6167	10
1.5500	1.5040	1.5303	11
4.0600	3.3110	3.8287	11
8	8.5340	10.8269	6
7.4500	5.4610	7.5974	6
5.4600	3.4800	4.1090	11
4.4600	3.1960	3.9375	11
7.9100	5.0990	7.3842	8
3.1400	2.5520	2.8452	9
6.0400	4.4340	6.4502	9
5.2400	3.9220	4.6840	8
4.4600	3.7610	4.9043	5
6.9300	5.1870	7.3372	6
3.9600	3.1130	3.7257	11
5.9000	4.7630	6.8677	9
3.8100	2.8950	3.4845	9
4.5100	4.1860	4.2228	8
9.4200	5.4050	9.3675	6
5.6500	4.3240	5.1787	8
5.6900	4.3170	4.3638	9
8.6700	5.3590	7.6213	9
6.4600	3.7340	4.9268	9
5.4300	4.1930	5.1877	10
7.2900	5.5130	7.9317	6
5.0700	3.3280	3.9656	11
5.5900	5.9830	6.8927	8
5.5100	4.7150	5.1113	10
9.8400	9.3340	36.3368	5
7.4400	5.1150	6.6233	7
6.1200	4.4630	6.0438	8
6.5100	4.6390	6.4507	7
6.7500	4.5510	6.5828	9
2.2600	1.9990	2.1151	11
3.4200	2.8130	3.2671	9
6.2400	5.5850	6.9620	7
1.6600	1.5440	1.6167	11
6.7300	5.0510	6.1675	8
5.4500	4.1230	4.5683	9
2.5900	2.2200	2.4188	11
3.3700	3.2550	3.2981	9
4.6500	3.4610	4.3547	8
7.1400	3.9760	5.0707	8
4.3100	4.0090	4.0413	11
6.3100	7.1370	7.1835	6
5.1500	4.1910	5.6569	8
7.5900	4.5120	7.3948	6
8.2900	4.2690	6.0221	9
5.6900	4.9630	5.0524	8
1.2800	1.2170	1.2620	11
0.7800	0.5710	0.7480	11
4.0600	3.0990	3.5280	11
6.1300	5.1410	6.7892	9
1.6100	1.2350	1.5661	10
6.6600	4.8540	6.3647	7
8.5400	5.4740	9.7178	6
1.6200	1.4810	1.5730	11
5.3500	4.1970	5.1211	10
4.0600	3.2930	3.8597	8
5.2200	4.2110	4.8581	9
7.2800	6.5730	7.5222	6
0.9700	0.9390	0.9583	11
5.5200	3.7470	4.8096	11
5.4800	4.4450	5.9154	9
6	4.4400	5.6322	9
5.6600	5.9820	6.8004	8
4.9600	4.0070	4.5601	10
8.9500	5.7680	10.5592	5
8.2500	5.4390	8.3434	6
10.8700	6.7350	10.0639	6
4.7900	3.4450	4.2929	11
5.6800	6.6080	12.1732	5
4.9300	2.3270	4.5388	9
6.9200	4.3100	5.8426	10
2.8700	2.5970	2.6554	9
4.6500	3.3070	3.9632	11
6.0400	4.3220	4.9026	9
8.3000	4.3550	6.1788	9
7.9700	4.5440	6.1659	8
4.8200	3.9060	4.6960	8
5.0500	3.7090	4.4151	8
9.4500	6.2440	9.5910	5
4.4200	2.2510	4.0373	11
5.0600	3.5980	4.6354	10
5.5400	3.5500	4.5136	10
9.0900	5.4830	8.4661	6
4.5900	3.9100	4.3115	10
8.1900	6.9680	8.2023	6
7.0400	4.8830	7.6831	6
8.0500	5.9700	8.4320	7
5.3300	4.5270	4.7679	10
2.5300	2.1790	2.4229	9
7.0900	5.7650	6.9722	9
4.2100	3.1730	3.8100	9
5.1300	4.0040	5.0442	10
4.2300	3.0810	3.8651	9
5.1000	3.7580	4.6690	8
4.9000	3.7970	4.9969	9
3.1700	2.5930	2.9782	8
3.3400	2.9930	3.0276	11
7.8100	5.0530	7.5372	6
5.1500	4.3380	4.7978	8
10.2600	10.0340	10.1474	6
2.4500	2.5360	2.6855	7
6.2300	4.5580	5.4601	9
5.6700	3.7010	4.8092	9
7.5300	5.0110	7.3142	7
6.5400	4.7020	7.1663	9
3.7400	2.6630	3.3944	10
10.0600	5.4510	9.1746	6
7.9500	4.6490	5.4790	8
6.1400	4.7720	7.0991	6
5.4100	3.8300	5.1144	10
4.6600	3.3040	4.0297	11
6.1000	5.3040	5.3835	8
5.0600	4.1490	5.4054	8
6.6500	3.3320	5.8477	9
6.8300	4.0790	5.4749	11
1.5700	1.4630	1.5215	11
5.3200	3.7250	4.8911	10
5.5500	4.5910	4.7804	8
6.0100	4.0490	5.5209	8
6.5600	4.6390	6.2835	8
2.4100	2.1520	2.2582	11
6.0400	4.5470	5.6412	9
2.6900	2.3490	2.6375	10
8.6100	5.9770	6.5655	8
3.4600	2.3350	3.4531	9
6.2900	4.8760	7.5257	8
5.7900	4.5510	5.2219	8
7.1500	3.6780	4.5397	11
5.9800	4.1740	5.6942	10
6.4800	4.0500	5.5848	8
8.9500	6.0070	7.3073	7
7	4.5210	5.3759	8
3.4500	2.7760	3.2225	8
3.5200	2.9790	3.3585	6
0.8800	0.8420	0.8658	11
5.2400	2.5710	4.7472	11
5.6800	3.7820	5.0119	9
4.5200	3.3800	4.2125	11
5.3700	4.0610	4.8769	8
8.0300	5.3070	7.9758	5
7.8100	4.7930	7.4416	6
5.7300	4.6260	7.0032	8
5.3400	3.7190	4.7509	10
4.1500	3.3770	4.1024	10
7.1300	4.7000	6.9277	8
5.9000	4.6530	5.0557	8
3.9400	3.3380	4.0547	9
9.6700	7.5130	8.7235	6
4.7800	3.3040	3.9573	11
5.7500	3.7970	5.0048	10
8.8600	5.2810	8.3037	6
5.9400	4.9280	5.2192	8
4.0700	2.1860	3.7822	11
5.4800	3.5460	4.8767	9
10.0800	5.5910	10.2606	5
3.3400	2.7620	3.2075	9
5.8800	4.4270	5.2873	9
5.9600	5.2500	6.3122	8
4.1900	3.3800	4.0636	8
4.2900	3.1790	3.9050	9
3.6800	3.4520	3.5422	11
1.6900	1.5800	1.6598	11
8.6800	4.1190	5.1364	10
6.1500	3.3350	4.0891	11
8.5600	4.4170	6.2327	8
5.5400	3.6970	4.8338	10
4.7300	3.5130	4.4677	8
5.2200	3.8980	5.1192	9
1.2300	1.1710	1.2133	11
5.5000	4.3280	4.8599	10
6.0800	5.0310	6.1346	9
3.0700	2.5850	2.8807	10
5.5100	4.2870	6.0918	9
3.9300	3.3670	3.8819	9
6.9700	3.9760	5.4241	8
3.3100	2.7630	3.0445	9
6.9400	5.0970	7.2960	6
5.9400	4.4120	5.6809	9
5.6900	4.3340	5.4917	9
8.2000	4.3330	5.6505	8
5.7000	4.5890	6.7273	9
5.3400	3.6210	4.8674	10
5.3600	3.4510	4.1947	11
3.9100	3.0810	3.6057	10
5.0100	3.2740	4.0567	11
5.8100	4.0770	5.3357	8
4.8400	3.4070	4.1905	11
8.4500	5.9620	8.0316	7
1.4500	1.3840	1.4137	10
5.3200	3.4780	4.4348	9
5.1200	4.5950	4.7761	10
5.1300	3.9040	4.2541	10
7.4000	5.5660	5.9428	8
8.3100	5.1390	8.5205	6
5.1200	3.5020	4.2799	9
6.8500	4.6010	6.2706	8
6.6900	5.4460	6.6284	6
4.0700	3.4170	4.0225	9
5.8100	3.9920	4.9392	9
6.5700	4.3390	6.1367	7
10.3600	6.1700	11.2158	5
7.5000	5.7820	6.4383	8
4.5900	3.2540	4.0627	11
2.9900	2.4330	2.7608	11
6.9700	8.7900	9.1458	6
4.7500	5.1290	5.1890	9
11.9200	7.4400	21.4427	5
8.9500	5.5450	8.5835	6
8.5800	4.9970	8.0007	7
5.4300	4.2590	5.3136	8
1.9500	1.7910	1.8934	11
6.9500	3.9210	5.0351	9
7.3300	5.3090	6.0484	9
7.5900	5.0470	7.9979	7
9.1600	5.2060	8.6334	6
7.7100	5.7240	7.6854	9
3.5900	2.9130	3.4430	8
4.3000	3.1380	3.8030	11
7.4000	4.0430	5.4823	8
8.1300	4.5870	7.1535	9
5.9100	3.6080	5.2905	9
5.4800	4.2370	4.6774	8
3.4500	3.0630	3.3479	8
6.4300	5.0970	7.3352	8
7.1700	5.9170	6.2691	8
2.4300	2.1530	2.3540	9
7.5000	4.6860	6.9348	9
8.7500	4.0780	5.6357	9
6.9200	4.6560	6.3469	7
5.9600	4.1510	5.7242	7
6.5000	5.2270	8.4448	6
2.6800	2.2230	2.5127	11
2.3400	2.3320	2.3405	10
6.5600	4.0460	5.5307	8
4.5400	3.8810	4.3345	9
8.5700	6.1530	7.7599	6
2.0800	1.7910	1.9437	11
11.0100	11.8340	17.5095	5
7.2300	6.1230	7.0681	8
3.6500	3.1550	3.5228	11
7.8000	4.4110	6.3746	9
4.2400	1.8370	3.9179	11
6.7700	4.4930	6.0985	8
7.2600	4.5160	6.2035	10
5.0600	4.0870	5.6688	9
3.0700	2.7520	3.0360	11
4.8800	3.3550	4.4352	9
9.8300	4.5960	6.8065	8
4.1500	3.4810	3.9096	11
5.7600	3.7200	4.6829	9
6.1000	4.1460	5.1067	10
10.2600	6.8510	16.3194	5
6.9100	5.3430	7.5527	6
4.7100	4.3160	4.7461	8
3.8900	1.1430	3.6149	11
1.0100	0.9780	0.9889	11
4.0100	3.2420	3.8103	8
1.3900	1.2980	1.3493	10
3.6200	3.0140	3.4751	11
5.5700	4.6550	6.8210	8
6.4200	4.2750	6.0248	8
5.6500	3.5670	4.6021	8
4.4400	3.3090	3.8135	10
5.5100	4.0710	5.3180	10
6.6100	4.5380	6.4557	8
7.6700	6.1570	7.2482	8
6.0600	4.5420	6.4896	9
5.4800	3.6750	4.5716	9
8.6500	6.5650	7.8629	7
6.2100	3.8250	5.1107	8
0.9800	0.9400	0.9592	11
4.0400	3.4550	3.6667	9
3.8600	3.3770	3.8161	9
8.9300	5.4070	9.4507	6
9.8600	6.7550	12.3838	6
4.5600	3.2310	3.9474	11
5.3400	3.7670	4.9762	11
3.3100	2.7600	3.2391	8
10.5900	10.0100	10.7973	5
4.4600	3.5380	4.2541	9
5.7400	3.8270	4.5872	9
3.5200	3.2550	3.5042	10
2.5300	2.1980	2.4426	10
4.7100	3.8910	4.5254	9
6.5300	5.0930	7.1719	6
8.5500	7.2740	19.1147	5
5.4400	4.0060	5.0680	8
4.5600	3.7550	4.1037	10
5.2800	3.5500	4.1785	11
2.0400	1.8070	1.9469	11
7.2900	4.9630	7.5835	6
7.0800	4.8520	7.4952	6
4.9700	4.2480	4.4249	9
0.7000	0.6670	0.6849	11
5.3300	3.1930	4.9739	8
5.4700	5.0630	5.3854	8
5.0200	3.6040	4.5591	8
4.9100	3.5160	4.4274	10
6.5400	3.9870	5.4418	9
7.1400	4.6660	5.9268	8
3.4900	0.7750	3.2544	10
4.8500	3.3190	4.2321	8
2.0400	1.7750	1.9971	10
4.3600	3.9440	4.0081	9
5.2500	4.0560	5.5833	9
6.6800	5.2350	6.5203	6
6.5700	4.4310	5.8561	8
1.1200	1.0820	1.0985	11
1.2900	1.1270	1.2471	11
8.4700	6.7270	7.7678	6
0.6800	0.6460	0.6623	10
5.4300	3.8140	5.0329	9
3.0300	2.4230	2.8598	11
1.7900	1.6880	1.7589	9
7.4100	5.6300	9.8774	6
5.9500	4.3300	6.1208	9
4.5500	3.1000	4.1454	10
6.6100	4.7870	5.6919	8
5.6900	3.4780	4.3908	10
9.1900	10.3450	18.7245	5
10.9800	6.2640	9.6443	7
4.0300	3.4530	3.7695	11
5.3300	4.2570	4.9563	7
5.9700	3.6230	4.7000	8
5.3100	4.3120	5.0038	7
5.2200	3.6700	4.2460	11
6.8000	6.3100	6.7857	7
4.8300	4.6040	4.7921	9
8.9500	5.7550	6.8973	8
8.9200	5.4180	8.5728	6
6.5700	6.8240	7.3556	6
4.3500	3.8290	4.3005	11
0.9200	0.6040	0.8892	10
5.3000	3.8110	4.4628	9
4.9300	3.2610	4.4519	8
3.6900	2.7250	3.1868	11
3.9000	3.1590	3.7457	11
5.8200	4.0960	4.9465	9
11.9300	6.2300	11.2941	5
5.2100	3.4310	4.3190	9
5.7200	5.1510	6.1665	9
1.1800	1.0850	1.1611	10
5.9400	3.7880	4.6831	9
1.8600	1.6900	1.8064	10
5.6100	3.8010	5.0513	8
5.1500	4.7020	6.0788	8
6.7800	5.5900	5.9889	9
6.8600	6.2610	9.9869	6
7.6600	6.6350	8.5215	6
4.4100	3.2010	4.0440	8
4.1000	3.1680	3.9100	9
7.3200	5.5850	9.9836	6
8.6200	5.0660	8.3060	7
4.5400	3.6570	4.7559	9
9.5400	5.8680	8.8497	7
7.4700	4.3030	5.7961	8
8.4800	5.1930	6.8156	9
6.7900	2.9670	6.9131	5
2.5500	2.1570	2.3923	11
5.9300	4.1390	5.6768	8
0.8400	0.7770	0.8269	11
5.2800	3.2050	3.9330	11
5.4800	3.4860	4.4506	9
5.6400	4.5480	5.7120	9
8.7100	7.3750	8.1930	6
9.4100	6.3630	13.4141	6
6.3500	4.2080	5.1833	10
3.8700	3.2160	3.8685	7
1.8200	1.6460	1.7430	9
7.2000	5.2770	7.4357	8
2.8300	2.3720	2.6466	10
5.3300	4.8560	5.0661	10
3.7600	3.2600	3.5657	11
4.9500	3.6410	4.2103	11
4.4300	3.3730	4.1631	8
4.9300	3.6890	4.3586	11
6.3000	5.5270	6.5455	7
3.2400	2.8600	3.0819	10
4.1900	3.3760	4.0432	8
7.5900	2.7820	6.9748	7
8.2800	5.1800	8.3857	7
4.4700	3.2950	4.1073	11
5.1900	3.4520	4.7100	10
4.8000	3.3970	3.9627	11
3.7100	3.1090	3.5967	8
8.0200	5.9950	9.3988	6
6.4100	4.3300	5.1383	8
5.8400	3.7950	4.9162	8
4.9800	2.3170	4.5459	11
2.9500	2.6790	2.6943	11
1.9700	1.9180	1.9227	10
10.1800	4.5450	6.7758	8
2.0800	1.8850	2.0243	9
4.2800	3.6040	3.9414	10
4.2000	3.1680	3.7668	9
4.7000	4.0670	4.3729	7
7.5900	5.1080	7.5485	6
3.5700	2.8460	3.2888	9
7.4600	3.8890	5.2402	9
7.9100	4.2380	5.9956	8
9.9100	6.6730	11.6794	5
6.7500	4.5890	6.5547	7
6.9400	4.1420	5.6249	8
6.5900	4.0960	4.8314	9
9.0500	5.0240	8.1539	6
6.9500	3.0190	6.4103	7
9.9400	5.4810	9.0241	6
5.2300	4.1580	5.5709	9
0.9300	0.8490	0.8978	11
3.7600	3.4390	3.5170	10
5.5500	3.7030	4.7319	9
8.6000	6.6430	7.7464	8
7.7200	4.8090	7.3580	9
5.1200	3.8100	5.0638	9
4.8500	3.8670	5.0780	9
2.8000	2.3650	2.6001	10
4.9000	2.4880	4.4152	11
5.2000	3.4860	4.3507	11
4.9300	3.6580	4.6200	7
5.5900	3.7830	4.7078	9
6.9900	4.3440	6.1262	7
9.7000	6.8910	11.9370	5
0.8000	0.7580	0.7756	10
5.5600	4.6190	6.3412	9
7.6300	7.2200	7.9795	7
2.7000	2.2060	2.5065	11
4.9600	3.3360	4.0609	11
6.1700	4.2290	5.3075	8
5.3700	4.2610	5.6652	10
3.1800	2.8690	3.1225	9
6.3800	3.9000	5.0094	8
2.4000	2.1550	2.2624	10
7.4400	6.5420	7.7194	6
6.0400	6.3090	7.4789	6
3.9500	3.3030	3.5518	9
8.2000	4.9460	7.4566	7
1.9200	1.7640	1.8268	10
8.2900	4.9370	7.1214	8
6.2600	5.2780	7.6388	8
1.8100	1.6510	1.7575	9
7.2700	5.3270	7.9005	6
6.1000	4.3500	5.7477	9
5.3800	7.9000	9.8843	5
0.5600	0.5190	0.5512	10
5.0800	3.4420	4.5288	9
6.0400	5.0450	6.3828	9
1.1600	0.8750	1.1221	11
1.4900	1.4140	1.4566	10
6.6500	3.8530	4.9668	9
4.1800	3.7340	3.7893	9
7	5.2600	5.8290	8
5.0800	3.3860	5.0153	8
4.2500	3.1230	3.9399	10
5.1800	4.4730	5.0546	8
2.8200	2.3810	2.6382	11
3.9000	3.4420	4.1161	10
0.7000	0.6750	0.6935	11
7.5300	4.3880	5.7406	8
4.2700	3.6360	3.6433	11
7.1000	4.7870	7.4455	6
6.0900	4.9550	7.0040	6
5.7600	3.5750	4.5856	10
8.1900	5.2560	8.7989	5
5.2100	3.5930	4.5734	9
4.8700	4	4.2208	9
6.0700	4.4640	5.7264	10
5.0300	3.7220	4.4851	9
11.5200	6.6490	14.2610	6
5.3400	3.8310	5.1317	9
4.8800	3.8000	4.6068	10
10.1100	5.3580	8.6662	9
4.4500	3.5060	4.1616	9
7.6800	3.8580	4.0967	8
2	1.8430	1.9883	8
5.6100	4.5940	6.0518	9
6.2000	3.9420	5.3078	9
3.2000	2.9870	3.0796	11
7.2900	4.5360	6.7625	8
4.0700	3.0450	3.5705	10
5	3.8990	4.5977	10
4.8700	3.4470	4.3842	11
5.2400	4.4240	5.0327	9
3.5500	3.1200	3.2925	8
7.9200	5.4600	5.8171	9
8.3000	4.9980	7.0704	8
7.0700	4.1430	5.7475	9
4.1900	3.1550	3.7001	10
3.2800	2.5840	2.9990	9
4.4700	3.2040	3.9446	9
4.6200	3.0870	3.7530	11
6.9400	4.6940	7.1947	6
4.6800	2.3680	4.2763	9
3.5200	2.9390	3.4211	10
7.3600	4.9880	6.8192	8
5.0100	1.8030	4.6069	10
9.8100	5.5020	9.7904	6
8.2900	4.2340	5.7498	8
6.2900	5.7990	5.9033	9
5.3600	3.7590	4.7455	8
5.2100	3.8760	5.1134	8
6.1500	5.4940	5.7418	9
3.6400	3.3690	4.0128	9
6.5200	4.2020	5.6622	8
3.1000	2.8260	2.9952	11
2.0400	1.8350	1.9790	8
5.3100	3.6570	4.4939	8
6.9200	4.5760	5.9338	8
7.1300	4.6600	6.1529	8
2.7500	2.3010	2.5785	11
4.8200	3.4690	4.4896	9
4.4100	2.6730	4.1261	10
3.4500	2.9460	3.5183	9
7.7700	6.1620	6.9524	7
7.9600	5.7770	7.9338	6
5.2000	3.7380	4.6957	8
7.3400	5.8660	6.3987	9
2.6100	0.7880	2.4579	11
1.1600	1.1190	1.1429	11
9.0200	4.0670	5.5034	9
3.9000	3.1620	3.8284	9
8.8100	6.9170	11.8797	6
7.8400	4.8300	7.2525	6
5.0900	3.6500	4.1845	9
4.0600	3.2450	3.8960	9
6.9500	5.4620	5.9290	8
5.6200	3.6450	4.5359	11
7.0100	5.9240	5.9568	8
8.7100	5.7320	6.2608	9
5.5500	4.4060	5.0381	9
5.8900	2.3260	5.3677	9
7.7100	6.2910	7.0968	7
5.5400	5.1120	5.6261	7
3.5700	3.0290	3.5159	9
6.0900	4.3020	5.7162	10
4.6000	3.4650	4.1948	9
6.4800	3.9670	5.0295	8
8.9100	6.1160	8.5756	6
5.6600	3.8540	5.6896	6
3.1000	2.7130	2.8595	11
5.0500	3.9110	4.4540	9
6.9800	4.8160	7.3582	6
2.3500	2.0640	2.2309	8
4.9900	3.5440	4.2877	9
4.2900	1.0520	3.9711	9
5.4600	3.7370	4.8594	9
5.0400	3.7430	4.8299	8
3.6200	2.7670	3.2359	11
5.1600	3.7330	4.5579	10
1.4300	1.1540	1.3962	9
5.3200	3.9230	5.1456	8
8.7200	7.3870	8.4349	6
5.5500	3.9680	4.4686	11
5.3500	5.6300	6.6000	8
6.1200	3.7670	4.4165	9
0.8700	0.8400	0.8591	11
3.0200	2.6580	2.8306	9
6.4900	5.3880	5.8400	8
8.2500	6.0850	6.1161	8
4.2500	3.5050	4.0079	11
4.8400	3.8150	4.2722	8
4.7300	3.4470	4.1612	11
5.0500	3.5870	4.4009	8
6.2000	3.7450	4.9183	9
4.0500	3.2900	3.5461	10
0.6200	0.5760	0.6120	11
7.0400	5.2550	7.2139	6
8.5300	5.0880	7.7786	7
5	4.1270	4.2996	11
5.9100	5.3350	5.8619	9
6.2200	4.3130	5.8902	9
2.9500	2.4700	2.8181	9
6.4300	4.3730	5.7679	8
3.2600	2.6230	3.0065	9
7.3100	5.0800	7.1359	7
6.5900	3.8540	5.0704	9
8.5700	4.6460	5.0897	10
7.7700	4.9830	7.6688	6
4.7800	3.5560	4.4635	11
1.5300	1.4070	1.4744	10
6.3800	5.0980	5.9632	8
6.4400	3.9450	4.6105	9
6.5600	4.4040	6.1533	7
5.4600	3.4520	4.8907	8
6.5600	4.9670	6.5073	7
5.8000	5.4750	6.3236	9
6.6500	4.1420	4.9668	8
10.5300	8.7720	9.5753	6
3.2800	2.6160	3.0648	8
5.2800	4.2050	4.6779	11
