fixedacidity	volatileacidity	citricacid	residualsugar	chlorides	freesulfurdioxide	totalsulfurdioxide	density	pH	sulphates	alcohol	quality	Color
7.2000	0.2100	0.3300	3	0.0360	35	132	0.9928	3.2500	0.4000	11	59	White
7	0.2400	0.3000	4.2000	0.0400	41	213	0.9927	3.2800	0.4900	11.8000	59	White
6.3000	0.2600	0.2900	2.2000	0.0430	35	175	0.9918	3.3800	0.4300	11.6000	59	White
7.9000	0.1800	0.3700	3	0.0610	25	178	0.9950	3.2200	0.5100	10	59	White
7	0.1300	0.3000	5	0.0560	31	122	0.9945	3.4700	0.4200	10.5000	59	White
8	0.3200	0.3600	4.6000	0.0420	56	178	0.9928	3.2900	0.4700	12	59	White
7.7000	0.3800	0.4000	2	0.0380	28	152	0.9906	3.1800	0.3200	12.9000	59	White
8.3000	0.3000	0.3600	10	0.0420	33	169	0.9982	3.2300	0.5100	9.3000	59	White
6.3000	0.2500	0.2300	14.9000	0.0390	47	142	0.9970	3.1400	0.3500	9.7000	59	White
7.8000	0.4000	0.2600	9.5000	0.0590	32	178	0.9955	3.0400	0.4300	10.9000	59	White
8.7000	0.4500	0.4000	1.5000	0.0670	17	100	0.9957	3.2700	0.5700	10.1000	59	White
7.5000	0.2900	0.6700	8.1000	0.0370	53	166	0.9966	2.9000	0.4100	8.9000	59	White
7	0.2800	0.3300	14.6000	0.0430	47	168	0.9994	3.3400	0.6700	8.8000	59	White
6.6000	0.3200	0.2200	16.7000	0.0460	38	133	0.9979	3.2200	0.6700	10.4000	59	White
5.7000	0.3200	0.1800	1.4000	0.0290	26	104	0.9906	3.4400	0.3700	11	59	White
7.2000	0.2000	0.3100	10	0.0540	49	165	0.9970	3.4000	0.4200	9.9000	59	White
7	0.2200	0.2600	1.1000	0.0370	20	71	0.9902	3.1000	0.3800	11.7000	59	White
8.5000	0.2800	0.3400	13.8000	0.0410	32	161	0.9981	3.1300	0.4000	9.9000	59	White
8.5000	0.2500	0.3100	2.8000	0.0320	11	61	0.9919	3.0600	0.4400	11.5000	59	White
6.3000	0.2000	0.3000	5.9000	0.0340	35	152	0.9964	3.4700	0.4000	8.5000	59	White
8.6000	0.1700	0.2800	2.7000	0.0470	38	150	0.9937	3.1000	0.5600	10.8000	59	White
7.4000	0.3400	0.3000	14.9000	0.0370	70	169	0.9970	3.2500	0.3700	10.4000	59	White
7.2000	0.2000	0.3000	2	0.0390	43	188	0.9911	3.3000	0.4100	12	59	White
6.1000	0.1600	0.2400	1.4000	0.0460	17	77	0.9932	3.6600	0.5700	10.3000	59	White
7.4000	0.3500	0.2000	13.9000	0.0540	63	229	0.9989	3.1100	0.5000	8.9000	59	White
7.2000	0.2000	0.2800	1.6000	0.0280	13	168	0.9920	3.1700	1.0600	11.5000	59	White
6.5000	0.2700	0.2600	8.2000	0.0420	21	133	0.9961	3.4300	0.6400	9.8000	59	White
6.3000	0.2000	0.2600	1.6000	0.0270	36	141	0.9927	3.5300	0.5600	10.8000	59	White
7.8000	0.3200	0.3300	10.4000	0.0310	47	194	0.9969	3.0700	0.5800	9.6000	59	White
6.9000	0.2600	0.3100	7	0.0390	37	175	0.9938	3.3200	0.4900	11.4000	59	White
6.2000	0.3000	0.4900	11.2000	0.0580	68	215	0.9966	3.1900	0.6000	9.4000	59	White
7.3000	0.5100	0.2900	11.3000	0.0340	61	224	0.9968	3.1400	0.5600	9.5000	59	White
6.5000	0.2300	0.2500	17.3000	0.0460	15	110	0.9983	3.1500	0.4200	9.2000	59	White
6.6000	0.4100	0.1600	1.4000	0.0370	28	160	0.9917	2.9500	0.4500	10.6000	59	White
9.6000	0.6550	0.2100	2	0.0390	21	120	0.9919	3	1	12.6000	59	White
8	0.1700	0.2900	2.4000	0.0290	52	119	0.9894	3.0300	0.3300	12.9000	59	White
5.3000	0.2000	0.3100	3.6000	0.0360	22	91	0.9928	3.4100	0.5000	9.8000	59	White
6.7000	0.2700	0.3300	3.6000	0.0340	9	45	0.9914	3.0800	0.4000	10.5000	59	White
7.9000	0.1600	0.3000	7.4000	0.0500	58	152	0.9961	3.1200	0.3700	9.5000	59	White
7.1000	0.2000	0.3100	6.8500	0.0530	32	211	0.9959	3.3100	0.5900	10.4000	59	White
7	0.2700	0.4800	6.1000	0.0420	60	184	0.9957	3.2000	0.5000	9.4000	59	White
5.9000	0.2200	0.3800	1.3000	0.0460	24	90	0.9923	3.2000	0.4700	10	59	White
6.2000	0.1800	0.3000	1	0.0310	23	73	0.9903	3.2300	0.5200	11.3000	59	White
8.1000	0.1200	0.3800	0.9000	0.0340	36	86	0.9903	2.8000	0.5500	12	59	White
7.2000	0.3200	0.3000	8.2500	0.0200	14	104	0.9936	2.9900	0.4400	11.4000	59	White
7	0.1300	0.3700	12.8500	0.0420	36	105	0.9958	3.0500	0.5500	10.7000	59	White
6.9000	0.2400	0.3700	6.1000	0.0270	38	112	0.9909	3.1900	0.3400	12.4000	59	White
6.6000	0.1700	0.3500	2.6000	0.0300	33	78	0.9915	3.2200	0.7200	11.3000	59	White
6.3000	0.2800	0.4700	11.2000	0.0400	61	183	0.9959	3.1200	0.5100	9.5000	59	White
6.7000	0.2400	0.4600	2.2000	0.0330	19	111	0.9905	3.1000	0.6200	11.9000	59	White
6.5000	0.2400	0.3900	17.3000	0.0520	22	126	0.9989	3.1100	0.4700	9.2000	59	White
6.2000	0.2300	0.3600	17.2000	0.0390	37	130	0.9995	3.2300	0.4300	8.8000	59	White
6.2000	0.2300	0.3600	17.2000	0.0390	37	130	0.9995	3.2300	0.4300	8.8000	59	White
7.8000	0.2100	0.3400	11.9000	0.0390	55	140	0.9959	3.0200	0.3100	10.3000	59	White
6.5000	0.2400	0.3800	1	0.0270	31	90	0.9893	3.2400	0.3600	12.3000	59	White
7	0.2100	0.4200	5.3000	0.0370	36	123	0.9932	3.1400	0.5200	10.9000	59	White
6.8000	0.2100	0.4200	1.2000	0.0450	24	126	0.9923	3.0900	0.8700	10.9000	59	White
7.1000	0.1400	0.3300	1	0.1040	20	54	0.9906	3.1900	0.6400	11.5000	59	White
6.4000	0.3500	0.2800	12.6000	0.0390	19	124	0.9954	3.2000	0.4300	10.6000	59	White
6.6000	0.4350	0.3800	9.2000	0.0580	66	243	0.9983	3.2300	0.5400	9.1000	59	White
6	0.2600	0.3300	4.3500	0.0400	15	80	0.9893	3.2900	0.5000	12.7000	59	White
7.2000	0.2700	0.2800	15.2000	0.0460	6	41	0.9967	3.1700	0.3900	10.9000	59	White
6.7000	0.3600	0.2800	8.3000	0.0340	29	81	0.9915	2.9600	0.3900	12.5000	59	White
7.2000	0.2200	0.2800	7.2000	0.0600	41	132	0.9935	3.0800	0.5900	11.3000	59	White
6	0.2000	0.2600	1.1000	0.0330	38	67	0.9895	3.1400	0.3800	11.5000	59	White
6.2000	0.3000	0.2100	1.1000	0.0320	31	111	0.9889	2.9700	0.4200	12.2000	59	White
6.6000	0.1800	0.2800	1.7000	0.0410	53	161	0.9921	3.1300	0.4500	10.2000	59	White
5.6000	0.1500	0.2600	5.5500	0.0510	51	139	0.9934	3.4700	0.5000	11	59	White
7.1000	0.3200	0.3000	9.9000	0.0410	63	192	0.9964	3.1200	0.4900	10.2000	59	White
7.3000	0.3400	0.3000	9.4000	0.0570	34	178	0.9955	3.1500	0.4400	10.4000	59	White
6.8000	0.1700	0.3400	2	0.0400	38	111	0.9900	3.2400	0.4500	12.9000	59	White
6.2000	0.3600	0.4500	10.4000	0.0600	22	184	0.9971	3.3100	0.5600	9.8000	59	White
6.5000	0.2200	0.1900	1.1000	0.0640	36	191	0.9930	3.0500	0.5000	9.5000	59	White
7.8000	0.2000	0.2000	1.4000	0.0360	25	83	0.9909	3.0300	0.4600	11.7000	59	White
6.3000	0.2100	0.3100	1.2000	0.0430	30	117	0.9916	3.4900	0.6800	11	59	White
5.3000	0.3600	0.2700	6.3000	0.0280	40	132	0.9919	3.3700	0.4000	11.6000	59	White
8.1000	0.2600	0.2700	4.3000	0.0300	43	123	0.9921	3.1600	0.3300	11.2000	59	White
6	0.3300	0.2000	1.8000	0.0310	49	159	0.9919	3.4100	0.5300	11	59	White
8	0.2500	0.2700	9.7000	0.0360	15	85	0.9941	2.9900	0.3600	11.2000	59	White
8.1000	0.1700	0.2100	1.6000	0.0360	24	119	0.9940	3.1800	0.5200	10.1000	59	White
6.6000	0.2600	0.2400	7.2000	0.0380	28	137	0.9952	3.3500	0.6000	10.4000	59	White
7.4000	0.3600	0.2300	1.9000	0.0170	31	69	0.9892	2.9300	0.3600	12.5000	59	White
7.2000	0.2400	0.3000	1.2000	0.0370	11	95	0.9891	2.9600	0.3600	12.5000	59	White
7.2000	0.2400	0.3000	1.2000	0.0370	11	95	0.9891	2.9600	0.3600	12.5000	59	White
6	0.2500	0.4000	5.7000	0.0520	56	152	0.9940	3.1600	0.8800	10.5000	59	White
5.9000	0.1800	0.2800	5.1000	0.0390	50	139	0.9917	3.1600	0.4400	11.3000	59	White
6.8000	0.1800	0.3200	7.2000	0.0470	17	109	0.9950	3.4200	0.4400	10.4000	59	White
6.9000	0.5800	0.5800	8.2000	0.0320	29	169	0.9928	3.2800	0.4400	12.2000	59	White
7.5000	0.2400	0.3100	13.1000	0.0500	26	180	0.9988	3.0500	0.5300	9.1000	59	White
7.5000	0.2400	0.3100	13.1000	0.0500	26	180	0.9988	3.0500	0.5300	9.1000	59	White
6.5000	0.3500	0.3800	7.4000	0.0360	20	196	0.9971	3.4700	0.4800	9.1000	59	White
6.2000	0.2200	0.2000	20.8000	0.0350	58	184	1.0002	3.1100	0.5300	9	59	White
7.8000	0.2000	0.3200	5	0.0160	31	101	0.9919	2.9900	0.3900	11	59	White
7	0.3300	0.2800	5.7000	0.0330	39	204	0.9918	3.1700	0.6400	12.5000	59	White
6.7000	0.2400	0.3200	9	0.0230	20	109	0.9926	3.3400	0.3500	12.6000	59	White
8.4000	0.2300	0.3200	1.3000	0.0480	59	113	0.9918	3.1000	0.5500	11	59	White
6.5000	0.2700	0.1900	6.6000	0.0450	98	175	0.9936	3.1600	0.3400	10.1000	59	White
8.2000	0.1800	0.3800	1.1000	0.0400	41	92	0.9906	2.8800	0.6000	12	59	White
6.2000	0.2700	0.3200	6.3000	0.0480	47	159	0.9928	3.2100	0.6000	11	59	White
7	0.1600	0.3000	2.6000	0.0430	34	90	0.9905	2.8800	0.4700	11.2000	59	White
6.1000	0.2000	0.1700	1.6000	0.0480	46	129	0.9910	3.3000	0.4300	11.4000	59	White
6.4000	0.2400	0.4900	5.8000	0.0530	25	120	0.9942	3.0100	0.9800	10.5000	59	White
6.9000	0.1900	0.3500	13.5000	0.0380	49	118	0.9955	3	0.6300	10.7000	59	White
6.2000	0.2400	0.2800	12.2000	0.0490	54	133	0.9952	3.1900	0.3700	10.7000	59	White
5.7000	0.2500	0.2100	1.5000	0.0440	21	108	0.9914	3.3000	0.5900	11	59	White
6.6000	0.2300	0.3200	1.5000	0.0410	8	72	0.9895	3.2200	0.3900	12.7000	59	White
6.8000	0.2800	0.2900	11.9000	0.0520	51	149	0.9954	3.0200	0.5800	10.4000	59	White
6.5000	0.3100	0.6100	13	0.0530	31	123	0.9971	3.0900	0.5000	9.3000	59	White
6.6000	0.2500	0.3200	5.6000	0.0390	15	68	0.9916	2.9600	0.5200	11.1000	59	White
6.6000	0.3600	0.4700	1.4000	0.1450	26	124	0.9927	3.0900	0.5600	10.1000	59	White
6.9000	0.5200	0.5400	7.9000	0.0360	23	169	0.9927	3.2600	0.4700	12.2000	59	White
6	0.2000	0.2600	6.8000	0.0490	22	93	0.9928	3.1500	0.4200	11	59	White
7	0.2000	0.3300	4.7000	0.0300	25	76	0.9920	2.8800	0.5400	10.5000	59	White
6.6000	0.3400	0.2500	4.8000	0.0380	16	121	0.9920	3.3600	0.7100	12.6000	59	White
5.6000	0.2250	0.2400	9.8000	0.0540	59	140	0.9954	3.1700	0.3900	10.2000	59	White
7.4000	0.2700	0.5200	15.7000	0.0540	36	139	0.9979	3.0400	0.6200	10.0333	59	White
6.4000	0.2900	0.2100	9.6500	0.0410	36	119	0.9933	2.9900	0.3400	10.9333	59	White
6.4000	0.3000	0.2700	5	0.0580	27	151	0.9920	3.2200	0.4900	12.2000	59	White
7.1000	0.3800	0.2900	13.6000	0.0410	30	137	0.9946	3.0200	0.9600	12.1000	59	White
6.2000	0.2200	0.2800	2.2000	0.0400	24	125	0.9917	3.1900	0.4800	10.5000	59	White
7.2000	0.2400	0.2400	1.7000	0.0450	18	161	0.9920	3.2500	0.5300	11.2000	59	White
5	0.3500	0.2500	7.8000	0.0310	24	116	0.9924	3.3900	0.4000	11.3000	59	White
6	0.1900	0.3700	9.7000	0.0320	17	50	0.9932	3.0800	0.6600	12	59	White
6.5000	0.2000	0.3100	2.1000	0.0330	32	95	0.9894	2.9600	0.6100	12	59	White
6.8000	0.3200	0.2300	3.3000	0.0260	31	99	0.9896	3.1000	0.4000	12.4000	59	White
5	0.3300	0.2300	11.8000	0.0300	23	158	0.9932	3.4100	0.6400	11.8000	59	White
6.5000	0.3600	0.3100	13.5500	0.0530	20	113	0.9954	3.2000	0.5600	11	59	White
6.9000	0.5400	0.2600	12.7000	0.0490	59	195	0.9960	3.2600	0.5400	10.5000	59	White
7.2000	0.3300	0.2800	1.4000	0.0340	26	109	0.9925	3.2800	0.5700	10.6000	59	White
5.5000	0.3150	0.3800	2.6000	0.0330	10	69	0.9909	3.1200	0.5900	10.8000	59	White
6.7000	0.1500	0.3200	7.9000	0.0340	17	81	0.9951	3.2900	0.3100	10	59	White
6	0.1600	0.3600	1.6000	0.0420	13	61	0.9914	3.2200	0.5400	10.8000	59	White
6.5000	0.2000	0.3500	3.9000	0.0400	27	140	0.9910	2.9800	0.5300	11.8000	59	White
6.8000	0.2700	0.3000	13	0.0470	69	160	0.9970	3.1600	0.5000	9.6000	59	White
5.9000	0.2700	0.3200	2	0.0340	31	102	0.9895	3.1600	0.5600	12.3000	59	White
6.2000	0.3000	0.4200	2.2000	0.0360	28	128	0.9901	3.1300	0.3800	11.6000	59	White
6.5000	0.2800	0.3800	7.8000	0.0310	54	216	0.9915	3.0300	0.4200	13.1000	59	White
7	0.3600	0.3500	2.5000	0.0480	67	161	0.9915	3.0500	0.5600	11.1000	59	White
6.6000	0.3400	0.4000	8.1000	0.0460	68	170	0.9949	3.1500	0.5000	9.5333	59	White
9.4000	0.4000	0.3100	2.2000	0.0900	13	62	0.9966	3.0700	0.6300	10.5000	58	Red
8.3000	0.5400	0.2800	1.9000	0.0770	11	40	0.9978	3.3900	0.6100	10	58	Red
6.6000	0.5000	0.0100	1.5000	0.0600	17	26	0.9952	3.4000	0.5800	9.8000	58	Red
8.2000	0.4000	0.4400	2.8000	0.0890	11	43	0.9975	3.5300	0.6100	10.5000	58	Red
8	0.4200	0.1700	2	0.0730	6	18	0.9972	3.2900	0.6100	9.2000	58	Red
7.2000	0.6300	0	1.9000	0.0970	14	38	0.9968	3.3700	0.5800	9	58	Red
7.3000	0.6600	0	2	0.0840	6	23	0.9983	3.6100	0.9600	9.9000	58	Red
10.8000	0.3200	0.4400	1.6000	0.0630	16	37	0.9985	3.2200	0.7800	10	58	Red
7.9000	0.5450	0.0600	4	0.0870	27	61	0.9965	3.3600	0.6700	10.7000	58	Red
7.5000	0.5300	0.0600	2.6000	0.0860	20	44	0.9965	3.3800	0.5900	10.7000	58	Red
7.1000	0.3500	0.2900	2.5000	0.0960	20	53	0.9962	3.4200	0.6500	11	58	Red
13.7000	0.4150	0.6800	2.9000	0.0850	17	43	1.0014	3.0600	0.8000	10	58	Red
11.4000	0.6000	0.4900	2.7000	0.0850	10	41	0.9994	3.1500	0.6300	10.5000	58	Red
9.8000	0.4400	0.4700	2.5000	0.0630	9	28	0.9981	3.2400	0.6500	10.8000	58	Red
9	0.4300	0.3400	2.5000	0.0800	26	86	0.9987	3.3800	0.6200	9.5000	58	Red
9.2000	0.4300	0.5200	2.3000	0.0830	14	23	0.9976	3.3500	0.6100	11.3000	58	Red
10.5000	0.2800	0.5100	1.7000	0.0800	10	24	0.9982	3.2000	0.8900	9.4000	58	Red
7	0.3800	0.4900	2.5000	0.0970	33	85	0.9962	3.3900	0.7700	11.4000	58	Red
10.3000	0.2700	0.2400	2.1000	0.0720	15	33	0.9956	3.2200	0.6600	12.8000	58	Red
11.2000	0.6600	0.2400	2.5000	0.0850	16	53	0.9993	3.0600	0.7200	11	58	Red
10.6000	0.3100	0.4900	2.2000	0.0630	18	40	0.9976	3.1400	0.5100	9.8000	58	Red
7.6000	0.5100	0.2400	2.4000	0.0910	8	38	0.9980	3.4700	0.6600	9.6000	58	Red
8.8000	0.4800	0.4100	3.3000	0.0920	26	52	0.9982	3.3100	0.5300	10.5000	58	Red
10.1000	0.6500	0.3700	5.1000	0.1100	11	65	1.0026	3.3200	0.6400	10.4000	58	Red
11.8000	0.3800	0.5500	2.1000	0.0710	5	19	0.9986	3.1100	0.6200	10.8000	58	Red
7	0.6500	0.0200	2.1000	0.0660	8	25	0.9972	3.4700	0.6700	9.5000	58	Red
7.3000	0.5100	0.1800	2.1000	0.0700	12	28	0.9977	3.5200	0.7300	9.5000	58	Red
6.9000	0.7650	0.1800	2.4000	0.2430	5.5000	48	0.9961	3.4000	0.6000	10.3000	58	Red
6.9000	0.6350	0.1700	2.4000	0.2410	6	18	0.9961	3.4000	0.5900	10.3000	58	Red
7.1000	0.6100	0.0200	2.5000	0.0810	17	87	0.9974	3.4800	0.6000	9.7000	58	Red
9.4000	0.5000	0.3400	3.6000	0.0820	5	14	0.9987	3.2900	0.5200	10.7000	58	Red
5.9000	0.6100	0.0800	2.1000	0.0710	16	24	0.9938	3.5600	0.7700	11.1000	58	Red
9.3000	0.3600	0.3900	1.5000	0.0800	41	55	0.9965	3.4700	0.7300	10.9000	58	Red
7.1000	0.5900	0.0100	2.3000	0.0800	27	43	0.9955	3.4200	0.5800	10.7000	58	Red
10	0.4600	0.4400	2.9000	0.0650	4	8	0.9967	3.3300	0.6200	12.2000	58	Red
9.9000	0.3200	0.5600	2	0.0730	3	8	0.9953	3.1500	0.7300	11.4000	58	Red
6.6000	0.7250	0.0900	5.5000	0.1170	9	17	0.9966	3.3500	0.4900	10.8000	58	Red
7	0.2200	0.3000	1.8000	0.0650	16	20	0.9967	3.6100	0.8200	10	58	Red
8.8000	0.4500	0.4300	1.4000	0.0760	12	21	0.9955	3.2100	0.7500	10.2000	58	Red
6.5000	0.3400	0.2700	2.8000	0.0670	8	44	0.9938	3.2100	0.5600	12	58	Red
7	0.4300	0.3000	2	0.0850	6	39	0.9935	3.3300	0.4600	11.9000	58	Red
6.8000	0.6500	0.0200	2.1000	0.0780	8	15	0.9950	3.3500	0.6200	10.4000	58	Red
8.2000	0.3400	0.3700	1.9000	0.0570	43	74	0.9941	3.2300	0.8100	12	58	Red
9	0.4000	0.4100	2	0.0580	15	40	0.9941	3.2200	0.6000	12.2000	58	Red
7.2000	0.5700	0.0500	2.3000	0.0810	16	36	0.9956	3.3800	0.6000	10.3000	58	Red
6.5000	0.5100	0.1500	3	0.0640	12	27	0.9929	3.3300	0.5900	12.8000	58	Red
7.4000	0.6000	0.2600	2.1000	0.0830	17	91	0.9962	3.2900	0.5600	9.8000	58	Red
8.4000	0.3900	0.1000	1.7000	0.0750	6	25	0.9958	3.0900	0.4300	9.7000	58	Red
7.5000	0.5100	0.0200	1.7000	0.0840	13	31	0.9954	3.3600	0.5400	10.5000	58	Red
7.5000	0.5100	0.0200	1.7000	0.0840	13	31	0.9954	3.3600	0.5400	10.5000	58	Red
11.6000	0.4750	0.4000	1.4000	0.0910	6	28	0.9970	3.0700	0.6500	10.0333	58	Red
7.2000	0.4500	0.1500	2	0.0780	10	28	0.9961	3.2900	0.5100	9.9000	58	Red
6.4000	0.4700	0.4000	2.4000	0.0710	8	19	0.9963	3.5600	0.7300	10.6000	58	Red
7.3000	0.6700	0.0200	2.2000	0.0720	31	92	0.9957	3.3200	0.6800	11.1000	58	Red
6.6000	0.8950	0.0400	2.3000	0.0680	7	13	0.9958	3.5300	0.5800	10.8000	58	Red
7.5000	0.3800	0.5700	2.3000	0.1060	5	12	0.9960	3.3600	0.5500	11.4000	58	Red
6.4000	0.5600	0.1500	1.8000	0.0780	17	65	0.9929	3.3300	0.6000	10.5000	58	Red
6.2000	0.5200	0.0800	4.4000	0.0710	11	32	0.9965	3.5600	0.6300	11.6000	58	Red
7.2000	0.2300	0.3200	8.5000	0.0580	47	186	0.9956	3.1900	0.4000	9.9000	58	White
8.1000	0.2200	0.4300	1.5000	0.0440	28	129	0.9938	3.2200	0.4500	11	58	White
8.5000	0.2400	0.3900	10.4000	0.0440	20	142	0.9974	3.2000	0.5300	10	58	White
8.3000	0.1400	0.3400	1.1000	0.0420	7	47	0.9934	3.4700	0.4000	10.2000	58	White
6.7000	0.2300	0.3900	2.5000	0.1720	63	158	0.9937	3.1100	0.3600	9.4000	58	White
6.8000	0.2000	0.5900	0.9000	0.1470	38	132	0.9930	3.0500	0.3800	9.1000	58	White
7.1000	0.2600	0.2900	12.4000	0.0440	62	240	0.9969	3.0400	0.4200	9.2000	58	White
6	0.3400	0.6600	15.9000	0.0460	26	164	0.9979	3.1400	0.5000	8.8000	58	White
6.4000	0.1300	0.4700	1.6000	0.0920	40	158	0.9928	3.2100	0.3600	9.8000	58	White
7.9000	0.2100	0.4000	1.2000	0.0390	38	107	0.9920	3.2100	0.5400	10.8000	58	White
7.1000	0.3000	0.4600	1.5000	0.0660	29	133	0.9906	3.1200	0.5400	12.7000	58	White
6.8000	0.2800	0.3600	8	0.0450	28	123	0.9928	3.0200	0.3700	11.4000	58	White
7.2000	0.2300	0.3800	14.3000	0.0580	55	194	0.9979	3.0900	0.4400	9	58	White
7.2000	0.2300	0.3800	14.3000	0.0580	55	194	0.9979	3.0900	0.4400	9	58	White
5.8000	0.2400	0.3900	1.5000	0.0540	37	158	0.9932	3.2100	0.5200	9.3000	58	White
8.3000	0.2000	0.3500	0.9000	0.0500	12	74	0.9920	3.1300	0.3800	10.5000	58	White
8	0.2400	0.3600	1.5000	0.0470	17	129	0.9948	3.2000	0.5400	10	58	White
7.4000	0.2900	0.2900	1.6000	0.0450	53	180	0.9936	3.3400	0.6800	10.5000	58	White
6.8000	0.2300	0.3200	1.6000	0.0260	43	147	0.9904	3.2900	0.5400	12.5000	58	White
7.2000	0.2800	0.5400	16.7000	0.0450	54	200	0.9990	3.0800	0.4900	9.5000	58	White
6.1000	0.3100	0.2600	2.2000	0.0510	28	167	0.9926	3.3700	0.4700	10.4000	58	White
7.4000	0.2500	0.3600	13.2000	0.0670	53	178	0.9976	3.0100	0.4800	9	58	White
7	0.2300	0.3300	5.8000	0.0400	25	136	0.9950	3.1900	0.5800	9.5000	58	White
7.8000	0.2600	0.2700	1.9000	0.0510	52	195	0.9928	3.2300	0.5000	10.9000	58	White
6.3000	0.2100	0.3300	13.9000	0.0460	68	179	0.9971	3.3600	0.5000	10.4000	58	White
7.4000	0.1050	0.3400	12.2000	0.0500	57	146	0.9973	3.1600	0.3700	9	58	White
6.8000	0.2200	0.3700	1.7000	0.0360	38	195	0.9908	3.3500	0.7200	12.5000	58	White
7.8000	0.4200	0.2600	9.2000	0.0580	34	199	0.9972	3.1400	0.5500	9.3000	58	White
7.6000	0.2900	0.5800	17.5000	0.0410	51	225	0.9997	3.1600	0.6600	9.5000	58	White
7.3000	0.3000	0.4200	7.3500	0.0250	51	175	0.9928	3.0400	0.3200	11.4000	58	White
6.4000	0.2250	0.4800	2.2000	0.1150	29	104	0.9918	3.2400	0.5800	12.1000	58	White
7.6000	0.3000	0.2700	10.6000	0.0390	31	119	0.9981	3.2700	0.3000	9.3000	58	White
7.7000	0.3400	0.2800	11	0.0400	31	117	0.9981	3.2700	0.2900	9.2000	58	White
6.9000	0.2400	0.3300	12.5000	0.0460	47	153	0.9983	3.2800	0.7700	9.6000	58	White
5.4000	0.1800	0.2400	4.8000	0.0410	30	113	0.9944	3.4200	0.4000	9.4000	58	White
7.8000	0.2700	0.5800	11.2000	0.0360	44	161	0.9977	3.0600	0.4100	8.9000	58	White
7.8000	0.2700	0.5800	11.2000	0.0360	44	161	0.9977	3.0600	0.4100	8.9000	58	White
6.7000	0.1900	0.2300	6.2000	0.0470	36	117	0.9945	3.3400	0.4300	9.6000	58	White
7.3000	0.2050	0.3100	1.7000	0.0600	34	110	0.9963	3.7200	0.6900	10.5000	58	White
4.8000	0.3400	0	6.5000	0.0280	33	163	0.9939	3.3600	0.6100	9.9000	58	White
6.3000	0.2600	0.2100	4	0.0300	24	125	0.9915	3.0600	0.3400	10.7000	58	White
6.5000	0.1700	0.3300	1.4000	0.0280	14	99	0.9928	3.2300	0.5500	10.1000	58	White
7.3000	0.2400	0.3400	15.4000	0.0500	38	174	0.9983	3.0300	0.4200	9	58	White
5.1000	0.3900	0.2100	1.7000	0.0270	15	72	0.9894	3.5000	0.4500	12.5000	58	White
6.4000	0.2800	0.4300	7.1000	0.0450	60	221	0.9952	3.0900	0.4500	9.4000	58	White
6.1000	0.3700	0.3600	4.7000	0.0350	36	116	0.9910	3.3100	0.6200	12.6000	58	White
5	0.3300	0.1600	1.5000	0.0490	10	97	0.9917	3.4800	0.4400	10.7000	58	White
7.6000	0.3200	0.3600	1.6000	0.0400	32	155	0.9930	3.2300	0.5200	11.3000	58	White
6.8000	0.3200	0.3700	3.4000	0.0230	19	87	0.9902	3.1400	0.5300	12.7000	58	White
7.8000	0.1600	0.4100	1.7000	0.0260	29	140	0.9910	3.0200	0.7800	12.5000	58	White
7.5000	0.2300	0.3200	9.2000	0.0380	54	191	0.9966	3.0400	0.5600	9.7000	58	White
9.2000	0.1500	0.6800	1.6000	0.0460	22	130	0.9948	3.0200	0.4500	10.4000	58	White
5.2000	0.3650	0.0800	13.5000	0.0410	37	142	0.9970	3.4600	0.3900	9.9000	58	White
6.6000	0.2500	0.3100	12.4000	0.0590	52	181	0.9984	3.5100	0.4700	9.8000	58	White
6.3000	0.2900	0.4000	6.5000	0.0390	43	167	0.9953	3.1500	0.4400	9.3000	58	White
7.3000	0.2200	0.4100	15.4000	0.0500	55	191	1	3.3200	0.5900	8.9000	58	White
6.8000	0.2300	0.4000	1.6000	0.0470	5	133	0.9930	3.2300	0.7000	11.4000	58	White
6.2000	0.1600	0.4700	1.4000	0.0290	23	81	0.9900	3.2600	0.4200	12.2000	58	White
6.6000	0.2300	0.2600	1.3000	0.0450	16	128	0.9934	3.3600	0.6000	10	58	White
7.4000	0.1600	0.4900	1.2000	0.0550	18	150	0.9917	3.2300	0.4700	11.2000	58	White
7.4000	0.1600	0.4900	1.2000	0.0550	18	150	0.9917	3.2300	0.4700	11.2000	58	White
7.7000	0.1600	0.4900	2	0.0560	20	124	0.9948	3.3200	0.4900	10.7000	58	White
6.7000	0.1600	0.4900	2.4000	0.0460	57	187	0.9952	3.6200	0.8100	10.4000	58	White
7.4000	0.2800	0.4900	1.5000	0.0340	20	126	0.9918	2.9800	0.3900	10.6000	58	White
6.5000	0.2600	0.7400	13.3000	0.0440	68	224	0.9972	3.1800	0.5400	9.5000	58	White
6.6000	0.2100	0.4900	18.1500	0.0420	41	158	0.9997	3.2800	0.3900	8.7000	58	White
7.9000	0.2800	0.4900	7.7000	0.0450	48	195	0.9954	3.0400	0.5500	11	58	White
7.3000	0.2600	0.4900	5	0.0280	32	107	0.9936	3.2400	0.5400	10.8000	58	White
8.5000	0.1500	0.4900	1.5000	0.0310	17	122	0.9932	3.0300	0.4000	10.3000	58	White
7.8000	0.3000	0.7400	1.8000	0.0330	33	156	0.9910	3.2900	0.5200	12.8000	58	White
6.4000	0.2500	0.7400	7.8000	0.0450	52	209	0.9956	3.2100	0.4200	9.2000	58	White
