'wMotor_mean'	'wMotor_std'	'wMotor_fftPeakIdx'	'wMotor_skewness'	'wMotor_kurtosis'	'wMotor_peak2peak'	'wMotor_peak2rms'	'wMotor_rms'	'wMotor_mad'	'wMotor_csRange'	'wMotor_pLow'	'wMotor_pMid'	'wMotor_pHigh'	'wMotor_pKur'	'iMotor_mean'	'iMotor_std'	'iMotor_fftPeakIdx'	'iMotor_skewness'	'iMotor_kurtosis'	'iMotor_peak2peak'	'iMotor_peak2rms'	'iMotor_rms'	'iMotor_mad'	'iMotor_csRange'	'iMotor_pLow'	'iMotor_pMid'	'iMotor_pHigh'	'iMotor_pKur'	'qIn_mean'	'qIn_std'	'qIn_fftPeakIdx'	'qIn_skewness'	'qIn_kurtosis'	'qIn_peak2peak'	'qIn_peak2rms'	'qIn_rms'	'qIn_mad'	'qIn_csRange'	'qIn_pLow'	'qIn_pMid'	'qIn_pHigh'	'qIn_pKur'	'pIn_mean'	'pIn_std'	'pIn_fftPeakIdx'	'pIn_skewness'	'pIn_kurtosis'	'pIn_peak2peak'	'pIn_peak2rms'	'pIn_rms'	'pIn_mad'	'pIn_csRange'	'pIn_pLow'	'pIn_pMid'	'pIn_pHigh'	'pIn_pKur'	'qOut_mean'	'qOut_std'	'qOut_fftPeakIdx'	'qOut_skewness'	'qOut_kurtosis'	'qOut_peak2peak'	'qOut_peak2rms'	'qOut_rms'	'qOut_mad'	'qOut_csRange'	'qOut_pLow'	'qOut_pMid'	'qOut_pHigh'	'qOut_pKur'	'pOut_mean'	'pOut_std'	'pOut_fftPeakIdx'	'pOut_skewness'	'pOut_kurtosis'	'pOut_peak2peak'	'pOut_peak2rms'	'pOut_rms'	'pOut_mad'	'pOut_csRange'	'pOut_pLow'	'pOut_pMid'	'pOut_pHigh'	'pOut_pKur'	'faultCode'
536.4506	6.5305	739	0.1276	2.1772	36.8966	1.0352	536.4904	5.5214	7.5050e+05	8.3879	43.6046	96.9901	2.5088	23.4045	0.2624	739	0.1460	2.0259	1.2287	1.0283	23.4060	0.2246	3.2743e+04	0.0031	0.0654	0.0801	0.0718	21.7493	1.9370	776	-0.8083	3.4661	11.6161	1.2153	21.8353	1.5218	3.0426e+04	0.8135	27.3265	14.3473	0.0628	-0.0910	0.0123	776	0.2777	2.9877	0.0766	1.3678	0.0919	0.0098	127.3768	0.0001	0.0008	0.0010	1.8535	21.7500	1.8579	776	-0.4858	2.8075	10.8872	1.2150	21.8291	1.5075	3.0428e+04	0.6265	27.8309	15.8711	0.0628	7.1206	0.0143	776	-0.2735	2.9212	0.0854	1.0056	7.1206	0.0115	9.9617e+03	0	0.0012	0.0012	0.0763	100
755.9231	5.8220	754	0.1048	2.3580	32.2685	1.0205	755.9455	4.8714	1.0575e+06	5.8311	10.0054	80.4874	0.0718	32.9877	0.2384	754	0.1345	2.1421	1.2169	1.0157	32.9886	0.2026	4.6150e+04	0.0133	0.0104	0.0945	0.0718	30.6566	2.0781	807	-0.8844	4.1672	13.8381	1.1559	30.7269	1.6138	4.2886e+04	7.6322	10.1057	17.2385	2.0420	-0.1282	0.0122	807	0.1710	3.2245	0.0890	1.2987	0.1288	0.0096	179.3280	0.0002	0.0002	0.0013	0.7809	30.6597	2.4306	754	-0.6425	2.7742	13.6545	1.1720	30.7558	1.9944	4.2890e+04	0.7953	0.9499	15.9784	0.3366	7.1858	0.0199	754	-0.5287	2.7470	0.1140	1.0069	7.1858	0.0162	1.0053e+04	0.0001	0.0001	0.0014	0.0763	100
593.9693	6.1314	743	0.0657	2.2543	34.5762	1.0310	594.0009	5.1751	8.3096e+05	4.8444	31.7903	93.0722	0.0718	25.9167	0.2560	743	0.1544	1.9886	1.1592	1.0232	25.9180	0.2200	3.6257e+04	0.0150	0.0693	0.0919	0.0718	24.0708	2.0509	743	-0.9300	3.7436	12.4365	1.1941	24.1579	1.5890	3.3675e+04	0.5487	30.6352	14.6504	3.0070	-0.1007	0.0124	743	0.2685	2.9845	0.0813	1.3951	0.1015	0.0099	140.9452	0.0001	0.0005	0.0009	2.0420	24.0745	1.9969	784	-0.5505	2.7815	11.0441	1.1998	24.1571	1.6169	3.3680e+04	0.3217	30.8384	13.3790	3.0070	7.1369	0.0159	784	-0.3542	2.8709	0.1014	1.0064	7.1369	0.0128	9.9845e+03	0.0001	0.0014	0.0012	0.0763	100
563.6718	6.3204	740	0.1435	2.2469	33.8408	1.0309	563.7072	5.3136	7.8858e+05	7.7686	38.0538	87.7030	0.0718	24.5943	0.2610	740	0.1592	2.0123	1.2170	1.0254	24.5957	0.2244	3.4408e+04	0.0055	0.0993	0.0823	1.3733	22.8826	2.0026	780	-0.8267	3.3923	10.7845	1.1694	22.9700	1.5779	3.2012e+04	0.7240	34.8263	12.5769	0.0628	-0.0959	0.0121	741	0.2577	2.9144	0.0757	1.3197	0.0966	0.0097	134.1393	0	0.0005	0.0009	3.0114	22.8840	1.9260	780	-0.5078	2.6821	10.2208	1.1741	22.9648	1.5735	3.2014e+04	0.3667	35.8764	13.2445	0.5520	7.1281	0.0148	780	-0.3635	3.0508	0.0885	1.0055	7.1281	0.0118	9.9722e+03	0	0.0016	0.0010	0.0763	100
511.6446	6.5925	737	0.1213	2.1165	35.2161	1.0374	511.6870	5.6124	7.1579e+05	3.5409	52.3145	79.1220	0.0718	22.3178	0.2724	737	0.1395	2.0291	1.3725	1.0327	22.3194	0.2335	3.1222e+04	0.0049	0.1185	0.1003	0.0718	20.7634	1.9370	737	-0.8274	3.4983	11.9769	1.2128	20.8535	1.5114	2.9048e+04	0.8124	26.3825	13.2856	0.7181	-0.0866	0.0120	737	0.0773	3.0338	0.0791	1.4404	0.0875	0.0096	121.2108	0	0.0004	0.0010	1.2118	20.7616	1.8392	737	-0.5012	2.8587	10.2539	1.2158	20.8428	1.4785	2.9045e+04	0.7141	26.7460	11.7147	0.7181	7.1141	0.0143	737	-0.2728	2.9146	0.0938	1.0060	7.1141	0.0114	9.9526e+03	0	0.0013	0.0010	0.0763	100
876.0248	6.2353	762	-0.0348	2.6805	37.8053	1.0193	876.0470	5.0977	1.2256e+06	7.6365	609.0170	98.0626	0.0718	38.2336	0.2515	762	-0.1646	2.6373	1.4007	1.0156	38.2344	0.2082	5.3489e+04	0.0077	1.1594	0.0898	0.0718	35.5318	4.2150	742	1.4426	5.6774	23.9838	1.4247	35.7808	2.8256	4.9710e+04	75.9312	165.4682	35.9777	2.4011	-0.1484	0.0182	660	-0.7278	4.1534	0.1189	1.4619	0.1495	0.0136	207.5468	0.0014	0.0028	0.0011	0.7181	35.5560	2.7423	824	-0.7441	2.8103	13.6525	1.1425	35.6615	2.2402	4.9742e+04	0.3647	99.7518	17.9151	0.1167	7.2258	0.0239	762	-0.6522	2.7825	0.1213	1.0070	7.2259	0.0194	1.0109e+04	0.0001	0.0083	0.0014	0.0763	000
594.0446	6.2599	743	0.1056	2.2721	33.0660	1.0284	594.0775	5.2669	8.3106e+05	10.0319	40.9949	88.8686	0.0673	25.9171	0.2566	743	0.1244	1.9853	1.3182	1.0256	25.9184	0.2207	3.6258e+04	0.0056	0.0497	0.0979	0.0718	24.0487	2.0981	784	-0.9446	3.7247	12.3980	1.2078	24.1399	1.6165	3.3647e+04	0.9782	28.1478	14.4753	0.8303	-0.1006	0.0126	743	0.2919	3.1833	0.0848	1.3679	0.1014	0.0100	140.6996	0	0.0003	0.0008	1.3733	24.0524	2.0367	784	-0.6259	2.9505	11.8341	1.2054	24.1384	1.6298	3.3652e+04	0.4364	28.0619	16.4450	0.0628	7.1371	0.0153	784	-0.3493	2.9057	0.0900	1.0057	7.1371	0.0122	9.9848e+03	0	0.0018	0.0010	0.0763	100
627.6109	6.0555	745	0.1153	2.3038	32.4890	1.0275	627.6401	5.0426	8.7804e+05	8.8106	6.2532	98.3567	0.0718	27.3784	0.2563	745	0.0978	2	1.3117	1.0241	27.3796	0.2213	3.8303e+04	0.0106	0.0163	0.1009	0.0718	25.4794	2.1473	745	-0.8743	3.4303	12.8661	1.1827	25.5697	1.6775	3.5644e+04	1.0636	2.1951	13.5855	2.9935	-0.1069	0.0122	745	0.2250	2.9654	0.0819	1.3370	0.1076	0.0099	149.4772	0.0001	0.0001	0.0011	0.8303	25.4821	2.1321	745	-0.5739	2.7608	11.6146	1.1899	25.5711	1.7385	3.5649e+04	1.1285	1.5396	13.8544	1.9209	7.1461	0.0168	745	-0.3226	2.7612	0.0948	1.0061	7.1461	0.0136	9.9973e+03	0.0001	0.0001	0.0011	0.0763	100
894.8128	8.3440	764	-0.5677	3.5848	50.6056	1.0221	894.8516	6.4767	1.2519e+06	152.5689	582.9643	109.9828	0.0673	39.0449	0.3550	764	-0.6465	3.7625	2.1214	1.0198	39.0465	0.2751	5.4625e+04	0.3364	1.2723	0.1416	0.0673	35.4539	7.9554	722	-0.0123	2.2542	30.5245	1.4189	36.3348	6.1069	4.9606e+04	952.8169	227.2083	48.2691	2.9800	-0.1478	0.0329	722	0.1382	2.4441	0.1524	1.4741	0.1514	0.0259	206.7964	0.0153	0.0033	0.0011	1.7458	35.4097	3.4269	764	-1.0035	3.9141	21.6026	1.1763	35.5751	2.7526	4.9537e+04	31.6944	121.5256	68.9950	1.8221	7.2248	0.0281	764	-0.7537	3.2881	0.1639	1.0078	7.2248	0.0226	1.0107e+04	0.0017	0.0087	0.0041	0.0718	011
882.2812	6.8040	763	-0.3364	3.2391	43.5375	1.0195	882.3074	5.4266	1234300	20.3402	553.3534	135.5371	0.0718	38.5001	0.2794	763	-0.4066	3.0852	1.7035	1.0176	38.5012	0.2240	53862	0.0319	1.1694	0.1006	0.0718	35.0011	6.7062	742	0.3112	2.9191	30.5509	1.4749	35.6373	4.8824	48970	523.0307	292.4550	51.0194	2.3427	-0.1463	0.0282	742	-0.1996	2.9489	0.1440	1.4950	0.1490	0.0216	204.7070	0.0086	0.0040	0.0013	0.6732	34.2982	3.2035	763	-0.4029	2.4671	15.3950	1.1915	34.4474	2.6397	47979	54.9072	122.0544	29.6488	2.9755	7.2160	0.0263	763	-0.3088	2.5701	0.1440	1.0087	7.2160	0.0214	10095	0.0033	0.0080	0.0017	0.0673	011
879.4999	6.8378	763	-0.3634	3.0825	40.7104	1.0179	879.5265	5.4646	1230400	14.9511	594.9973	102.2010	0.0718	38.3764	0.2746	763	-0.3454	3.1540	1.6200	1.0159	38.3774	0.2176	53689	0.0338	1.2515	0.0928	0.0718	35.4062	6.5852	742	0.4919	3.1151	30.4300	1.4856	36.0129	4.7300	49536	477.9910	281.1818	57.4802	1.9074	-0.1485	0.0275	742	-0.3691	3.1428	0.1483	1.5404	0.1511	0.0208	207.8310	0.0079	0.0043	0.0013	2.3427	35.4893	2.8413	824	-0.6324	2.5712	13.5020	1.1538	35.6028	2.3579	49649	1.3802	98.4896	38.7620	1.7907	7.2252	0.0233	824	-0.5403	2.4428	0.1126	1.0066	7.2253	0.0193	10108	0.0001	0.0063	0.0021	0.0718	010
877.1313	6.4882	762	-0.1898	2.9604	40.2508	1.0192	877.1553	5.2128	1.2271e+06	15.3133	698.1447	88.8980	0.0718	38.2699	0.2651	762	-0.2152	2.8363	1.6591	1.0165	38.2708	0.2165	5.3540e+04	0.0051	1.2459	0.0853	0.0718	35.4376	6.0910	742	0.6814	3.4756	28.3286	1.4572	35.9569	4.2850	4.9577e+04	356.9862	276.0837	62.7399	0.6867	-0.1486	0.0254	742	-0.4542	3.3522	0.1436	1.5466	0.1508	0.0192	207.8737	0.0054	0.0043	0.0018	0.6732	35.4837	2.7706	762	-0.6629	2.5849	13.4157	1.1458	35.5916	2.2956	4.9639e+04	0.6334	98.7852	22.8486	1.7324	7.2250	0.0236	824	-0.5794	2.6889	0.1283	1.0083	7.2251	0.0193	1.0108e+04	0.0001	0.0078	0.0024	0.0763	010
875.8008	6.3427	762	-0.1187	2.6640	40.8981	1.0188	875.8238	5.1975	1.2253e+06	3.1059	676.5933	84.9321	0.0718	38.2157	0.2624	762	-0.2364	2.8951	1.4458	1.0157	38.2166	0.2134	5.3464e+04	0.0131	1.2767	0.0962	0.0718	35.4592	5.6308	742	0.9153	4.0225	26.7796	1.4577	35.9032	3.8683	4.9609e+04	252.4994	266.5911	43.7867	2.4953	-0.1485	0.0241	742	-0.6542	3.8314	0.1405	1.5182	0.1504	0.0178	207.7022	0.0040	0.0042	0.0011	1.2207	35.4891	2.7497	762	-0.6752	2.6015	13.4257	1.1462	35.5954	2.2734	4.9647e+04	1.2001	99.2352	14.3604	1.1534	7.2252	0.0233	762	-0.5806	2.6647	0.1208	1.0070	7.2253	0.0192	1.0108e+04	0	0.0072	0.0018	0.0763	010
898.9748	8.4770	764	-0.6505	3.8662	51.4279	1.0212	899.0147	6.5444	1.2577e+06	161.0506	649.9248	98.3714	0.0673	39.2282	0.3614	764	-0.6203	3.5487	2.1770	1.0216	39.2298	0.2817	5.4881e+04	0.3811	1.1420	0.0913	1.3868	35.0803	8.2256	722	-0.1554	2.1910	30.9876	1.4134	36.0311	6.3937	4.9086e+04	1.0993e+03	189.0942	48.5709	1.8535	-0.1470	0.0343	722	0.2159	2.3232	0.1670	1.5144	0.1509	0.0275	205.6273	0.0198	0.0036	0.0011	1.8670	34.5617	3.6273	764	-0.7120	3.2349	19.5716	1.1884	34.7514	2.9094	4.8348e+04	77.9162	135.2822	60.5989	0.1436	7.2179	0.0301	764	-0.5075	2.8676	0.1841	1.0090	7.2179	0.0247	1.0098e+04	0.0062	0.0095	0.0038	0.0673	011
879.6147	6.2039	763	-0.0622	2.8267	40.1985	1.0231	879.6366	5.0016	1.2306e+06	8.0441	653.3315	84.4694	0.0718	38.3819	0.2588	763	-0.1854	2.7695	1.5066	1.0161	38.3827	0.2124	5.3697e+04	0.0127	1.2158	0.0975	0.0718	35.0191	5.1622	742	0.8165	4.1824	25.6064	1.4434	35.3973	3.5509	4.8996e+04	185.4134	236.0244	41.3790	2.7242	-0.1470	0.0221	742	-0.4525	3.6783	0.1502	1.5563	0.1486	0.0166	205.6274	0.0033	0.0026	0.0011	1.7458	33.9439	3.3039	763	-0.4167	2.6170	16.2512	1.1816	34.1042	2.6623	4.7484e+04	84.4553	141.9790	17.5077	2.7242	7.2125	0.0276	763	-0.3345	2.5989	0.1542	1.0091	7.2126	0.0224	1.0090e+04	0.0053	0.0095	0.0014	0.9380	011
877.1045	6.3010	762	-0.1666	2.7113	35.9189	1.0171	877.1271	5.1298	1.2271e+06	4.1811	629.3920	96.9694	0.0718	38.2751	0.2577	762	-0.1527	2.6345	1.4589	1.0160	38.2760	0.2128	5.3547e+04	0.0105	1.2152	0.0976	0.0718	35.2958	4.9486	742	1.1025	4.7375	25.0310	1.4554	35.6408	3.3416	4.9380e+04	163.1084	228.4932	44.7197	2.1767	-0.1480	0.0212	742	-0.5955	3.8420	0.1260	1.4895	0.1495	0.0158	207.0976	0.0031	0.0030	0.0012	2.7242	34.8739	2.8461	824	-0.6664	2.7843	14.6590	1.1587	34.9898	2.3150	4.8785e+04	11.3136	114.3357	18.5068	2.1767	7.2199	0.0240	824	-0.5105	2.6751	0.1285	1.0071	7.2200	0.0195	1.0101e+04	0.0011	0.0077	0.0017	0.0718	011
882.5754	6.5023	763	-0.3205	3.0910	40.4596	1.0188	882.5993	5.2265	1.2347e+06	9.1653	602.1102	96.2014	0.0718	38.5047	0.2681	763	-0.2867	3.0797	1.5311	1.0166	38.5056	0.2154	5.3869e+04	0.0204	1.2163	0.0888	0.0718	34.9413	6.5974	742	0.2837	2.9317	29.1254	1.4504	35.5582	4.7979	4.8889e+04	512.4108	268.8270	56.3263	2.5447	-0.1463	0.0278	742	-0.1264	2.9165	0.1600	1.5724	0.1489	0.0213	204.7452	0.0081	0.0039	0.0012	1.4406	34.0278	3.3127	763	-0.3785	2.5407	16.6383	1.1891	34.1885	2.6997	4.7602e+04	79.6418	125.2146	23.8346	2.5447	7.2132	0.0270	763	-0.2145	2.5068	0.1483	1.0099	7.2132	0.0220	1.0091e+04	0.0050	0.0086	0.0017	1.4317	011
891.6315	7.4128	702	-0.4733	3.4605	44.1634	1.0202	891.6623	5.7873	1.2474e+06	75.9587	618.8132	89.4293	0.0673	38.9128	0.3166	702	-0.5836	3.5383	1.9563	1.0189	38.9141	0.2479	5.4440e+04	0.1219	1.1531	0.0906	0.0673	35.1002	7.7416	722	-0.0188	2.3573	30.7337	1.4357	35.9432	5.8688	4.9114e+04	875.1924	244.7037	51.3436	2.4908	-0.1468	0.0322	722	0.0409	2.5719	0.1601	1.5318	0.1502	0.0252	205.3467	0.0145	0.0033	0.0013	2.5492	34.5113	3.3716	722	-0.4899	2.7437	19.3794	1.2185	34.6755	2.7230	4.8280e+04	60.7915	123.4435	41.6570	2.5223	7.2169	0.0280	722	-0.3869	2.5611	0.1548	1.0084	7.2170	0.0229	1.0096e+04	0.0042	0.0089	0.0034	2.5492	011
877.9848	6.2770	640	-0.2038	2.8280	38.0410	1.0182	878.0073	5.0976	1.2283e+06	11.8684	651.3809	90.1806	0.0718	38.2979	0.2608	762	-0.2178	2.7084	1.5025	1.0149	38.2988	0.2132	5.3579e+04	0.0126	1.3361	0.1073	0.0718	35.2543	5.8786	742	0.7110	3.6484	26.9266	1.4386	35.7407	4.0933	4.9323e+04	310.9224	254.4760	48.5233	2.0465	-0.1472	0.0254	742	-0.3920	3.3345	0.1417	1.5234	0.1494	0.0192	205.9079	0.0056	0.0038	0.0013	2.9576	34.8885	2.8468	824	-0.6575	2.7458	14.2183	1.1595	35.0043	2.3158	4.8806e+04	14.4313	108.1948	16.3527	0.8841	7.2206	0.0243	824	-0.4593	2.6119	0.1330	1.0086	7.2207	0.0198	1.0102e+04	0.0012	0.0078	0.0016	0.0718	011
878.6368	6.3143	763	-0.1261	2.5738	38.4242	1.0191	878.6595	5.1757	1.2292e+06	12.2285	753.5974	104.1835	0.0718	38.3415	0.2520	763	-0.2669	2.9963	1.4863	1.0148	38.3423	0.2041	5.3640e+04	0.0154	1.0458	0.0807	0.0718	35.1934	5.1905	742	0.7841	4.0733	26.5334	1.4447	35.5738	3.5940	4.9238e+04	190.9738	227.7334	40.6771	2.4145	-0.1470	0.0222	742	-0.4871	3.6451	0.1314	1.4617	0.1487	0.0167	205.6657	0.0037	0.0038	0.0011	2.8723	34.3595	3.0846	763	-0.5169	2.7375	16.0765	1.1783	34.4976	2.4920	4.8065e+04	57.1601	135.0809	17.7660	2.1453	7.2152	0.0257	763	-0.3408	2.4934	0.1421	1.0093	7.2153	0.0210	1.0094e+04	0.0038	0.0078	0.0016	0.8796	011
879.3162	6.1125	763	-0.2228	3.0431	37.3200	1.0172	879.3374	4.9174	1.2302e+06	11.8039	533.5107	79.1166	0.0718	38.3701	0.2488	763	-0.1120	2.6596	1.4067	1.0149	38.3709	0.2044	5.3680e+04	0.0081	1.1978	0.1019	0.0718	35.1579	4.2422	742	1.0668	4.9803	22.8014	1.4194	35.4128	2.9037	4.9188e+04	96.6920	194.8905	37.6900	0.3276	-0.1465	0.0187	742	-0.6376	4.0033	0.1174	1.4449	0.1476	0.0140	204.9181	0.0020	0.0028	0.0010	1.4855	34.2803	3.0845	763	-0.4483	2.5862	15.8693	1.2036	34.4187	2.5066	4.7954e+04	48.6677	136.0243	21.6660	0.3321	7.2161	0.0257	763	-0.3901	2.6112	0.1326	1.0079	7.2162	0.0209	1.0095e+04	0.0040	0.0091	0.0013	0.0673	011
879.0388	6.1289	763	-0.1182	2.7717	35.9066	1.0175	879.0602	4.9758	1.2298e+06	4.5202	622.9986	99.2838	0.0718	38.3458	0.2591	763	-0.2184	2.8285	1.5447	1.0163	38.3467	0.2125	5.3646e+04	0.0151	1.1165	0.0923	0.1571	35.1025	5.7294	742	0.6497	3.6664	26.4685	1.4443	35.5666	4.0048	4.9111e+04	302.9070	240.6569	46.6717	2.7107	-0.1470	0.0240	742	-0.3536	3.2285	0.1396	1.4848	0.1489	0.0183	205.6767	0.0047	0.0031	0.0013	1.7638	34.2963	3.0931	763	-0.5306	2.7698	15.9543	1.1774	34.4354	2.4971	4.7976e+04	45.7631	122.5267	18.7601	0.7809	7.2151	0.0259	763	-0.3322	2.6024	0.1449	1.0084	7.2152	0.0210	1.0094e+04	0.0032	0.0088	0.0020	1.7638	011
879.3998	6.7059	763	-0.3082	3.1356	43.3659	1.0208	879.4254	5.3474	1.2303e+06	18.1870	605.4556	91.8702	0.0718	38.3805	0.2763	763	-0.3746	3.1420	1.5703	1.0165	38.3815	0.2208	5.3695e+04	0.0173	1.2365	0.0884	0.0718	35.4763	6.5087	742	0.5233	3.1206	28.6168	1.4471	36.0680	4.6635	4.9633e+04	459.2725	283.2951	49.6473	1.5259	-0.1481	0.0274	742	-0.3733	3.0563	0.1454	1.5261	0.1507	0.0208	207.2640	0.0072	0.0045	0.0011	2.7018	35.5594	2.8471	824	-0.6541	2.4890	13.3640	1.1418	35.6731	2.3715	4.9746e+04	1.4351	89.4150	29.4170	0.7046	7.2256	0.0238	824	-0.5261	2.4861	0.1224	1.0075	7.2257	0.0197	1.0109e+04	0.0001	0.0072	0.0020	0.0718	010
883.3146	6.3959	763	-0.2356	3.0351	38.2463	1.0176	883.3378	5.1884	1.2358e+06	15.7554	601.7555	86.6717	0.5924	38.5329	0.2585	763	-0.2470	2.9616	1.5089	1.0157	38.5338	0.2095	5.3908e+04	0.0310	1.1580	0.0880	0.0718	34.7548	6.4297	742	0.2654	2.9790	28.5331	1.4464	35.3441	4.6960	4.8631e+04	478.7237	252.3758	48.6706	1.4406	-0.1452	0.0274	742	-0.1067	2.9626	0.1525	1.5425	0.1477	0.0210	203.1266	0.0080	0.0038	0.0014	1.2073	33.3902	3.7079	763	-0.2222	2.3408	17.8967	1.2266	33.5953	3.0589	4.6710e+04	148.3705	138.1799	19.9358	1.6830	7.2089	0.0305	763	-0.1491	2.2971	0.1655	1.0088	7.2090	0.0255	1.0085e+04	0.0105	0.0096	0.0015	0.9829	011
882.1041	6.0002	763	-0.0728	2.7625	37.1044	1.0174	882.1245	4.8921	1.2341e+06	15.1066	621.4805	87.6123	0.0718	38.4962	0.2527	763	-0.1984	2.6296	1.3943	1.0148	38.4970	0.2093	5.3857e+04	0.0251	1.1699	0.1054	0.0718	34.9853	4.3847	742	0.8342	4.4978	24.2507	1.4337	35.2588	3.0631	4.8950e+04	119.7072	177.9303	42.8255	0.9784	-0.1466	0.0194	742	-0.3745	3.6463	0.1158	1.4516	0.1479	0.0148	205.1643	0.0021	0.0032	0.0011	1.4317	33.4472	3.6984	763	-0.2609	2.4110	18.3034	1.2290	33.6509	3.0367	4.6790e+04	160.1926	154.7674	18.9500	2.2619	7.2079	0.0306	763	-0.1309	2.3379	0.1554	1.0098	7.2080	0.0253	1.0084e+04	0.0096	0.0090	0.0014	1.6830	011
877.8246	6.1959	763	-0.1402	2.7169	34.1266	1.0185	877.8464	5.0213	1.2281e+06	13.1721	608.7176	106.9263	0.0718	38.2975	0.2499	763	-0.1649	2.8092	1.4798	1.0153	38.2983	0.2045	5.3578e+04	0.0089	1.1665	0.1000	0.0718	35.3053	3.9564	660	1.3325	5.6385	23.0951	1.4279	35.5261	2.6844	4.9393e+04	71.2726	154.4974	35.7297	1.3374	-0.1475	0.0174	742	-0.5955	3.9341	0.1090	1.4152	0.1486	0.0131	206.4325	0.0013	0.0022	0.0011	0.0583	34.8820	2.8727	824	-0.6630	2.7923	15.3316	1.1658	35	2.3360	4.8797e+04	11.0755	116.5109	17.2332	1.3374	7.2209	0.0245	824	-0.5177	2.6628	0.1276	1.0075	7.2209	0.0199	1.0102e+04	0.0011	0.0078	0.0013	0.0718	001
878.8143	6.1655	763	-0.1052	2.9055	37.6439	1.0174	878.8359	4.9876	1.2295e+06	8.7526	607.7550	97.7539	0.0718	38.3519	0.2540	763	-0.1806	2.8095	1.5916	1.0179	38.3528	0.2081	5.3655e+04	0.0176	1.2021	0.1092	0.0718	35.1599	4.7211	742	0.9674	4.5440	24.7185	1.4264	35.4753	3.2220	4.9192e+04	129.7555	195.8943	36.7616	0.9694	-0.1475	0.0201	660	-0.5159	3.8518	0.1316	1.5151	0.1488	0.0152	206.3460	0.0020	0.0032	0.0011	1.3374	34.3073	3.1199	763	-0.5196	2.7445	16.0090	1.1822	34.4488	2.5164	4.7993e+04	57.9309	127.9777	22.2934	0.7899	7.2150	0.0260	763	-0.3719	2.5588	0.1464	1.0085	7.2150	0.0212	1.0094e+04	0.0031	0.0086	0.0015	1.3329	011
881.7176	6.2737	763	-0.1188	2.9331	39.5972	1.0190	881.7399	5.0683	1.2335e+06	20.7979	634.8418	109.1049	1.9882	38.4720	0.2520	763	-0.1748	2.7025	1.5483	1.0183	38.4728	0.2074	5.3823e+04	0.0196	1.1752	0.0796	0.0718	34.8489	5.4796	742	0.5879	3.7219	27.1122	1.4573	35.2768	3.8604	4.8761e+04	257.6995	229.3007	47.2048	2.1857	-0.1458	0.0230	742	-0.2714	3.3100	0.1298	1.4964	0.1476	0.0175	204.0360	0.0050	0.0037	0.0013	0.7944	33.3452	3.6899	763	-0.2271	2.3762	17.8919	1.2302	33.5486	3.0335	4.6647e+04	156.5283	140.9025	25.2804	2.1946	7.2082	0.0308	763	-0.1506	2.3792	0.1571	1.0092	7.2083	0.0254	1.0084e+04	0.0113	0.0092	0.0019	0.9739	011
876.1987	6.1242	762	-0.0568	2.7385	36.3142	1.0190	876.2201	5.0268	1.2258e+06	2.8016	679.0443	77.3976	0.0718	38.2301	0.2523	762	-0.1894	2.6918	1.4156	1.0153	38.2310	0.2064	5.3484e+04	0.0081	1.2281	0.1303	0.0718	35.5231	4.2108	742	1.4500	5.7301	22.8192	1.4276	35.7716	2.8140	4.9696e+04	74.6001	183.0255	35.5392	0.8841	-0.1489	0.0188	742	-0.8269	4.3775	0.1184	1.4814	0.1501	0.0140	208.3587	0.0014	0.0025	0.0012	1.5977	35.5473	2.7732	762	-0.7243	2.6789	13.2742	1.1471	35.6552	2.2708	4.9727e+04	0.4124	106.0596	18.1210	1.8446	7.2252	0.0231	762	-0.6017	2.6963	0.1153	1.0064	7.2253	0.0189	1.0108e+04	0	0.0077	0.0014	0.0763	000
884.3663	6.2355	763	-0.0423	2.5881	35.5711	1.0193	884.3883	5.1145	1.2372e+06	14.8657	577.1822	129.6560	0.0718	38.5889	0.2478	763	-0.1388	2.7201	1.4664	1.0151	38.5897	0.2036	5.3987e+04	0.0184	1.0687	0.1062	0.0718	34.9603	3.2477	763	0.6326	4.2149	19.4398	1.3380	35.1107	2.3662	4.8913e+04	60.1323	89.2370	31.0324	3.0204	-0.1461	0.0153	763	-0.0844	3.5013	0.1061	1.3768	0.1468	0.0118	204.3617	0.0011	0.0014	0.0013	1.9837	33.1804	3.9365	763	-0.2636	2.3240	19.2451	1.2357	33.4129	3.2780	4.6414e+04	200.4163	154.4177	22.3006	1.2387	7.2066	0.0324	763	-0.0873	2.2825	0.1615	1.0101	7.2067	0.0271	1.0082e+04	0.0134	0.0102	0.0017	1.9837	001
890.0456	7.0123	763	-0.3289	3.3499	43.9270	1.0203	890.0732	5.5170	1.2452e+06	29.3615	511.1367	109.1144	0.0718	38.8358	0.2959	763	-0.4834	3.4004	1.8089	1.0179	38.8369	0.2335	5.4332e+04	0.0753	1.1796	0.0837	2.0555	34.7667	7.4471	722	-0.0158	2.4730	30.3143	1.4320	35.5548	5.6512	4.8649e+04	812.7049	249.2848	50.6954	2.6255	-0.1453	0.0313	722	0.1417	2.5812	0.1735	1.5144	0.1486	0.0247	203.2883	0.0134	0.0042	0.0010	0.9649	33.5973	3.7824	722	-0.2236	2.2707	17.7877	1.2194	33.8094	3.1440	4.7000e+04	151.4866	147.1353	36.6237	2.8499	7.2100	0.0310	722	-0.1484	2.2889	0.1486	1.0095	7.2101	0.0256	1.0087e+04	0.0105	0.0094	0.0022	2.7826	011
